userSet	dbSet	collection	pValueLog	oddsRatio	support	rnkPV	rnkOR	rnkSup	maxRnk	meanRnk	b	c	d	description	cellType	tissue	antibody	treatment	dataSource	filename	size
1	1034	encode_tfbs	7.31515589717639	2.35107925178683	55	47	440	123	440	203	614	3421	89791	ChIP PANC-1 TCF7L2	PANC-1	NA	TCF7L2	None	NA	wgEncodeAwgTfbsSydhPanc1Tcf7l2UcdUniPk.narrowPeak	13362
1	261	codex	6.55049217395913	2.44173570411318	45	53	414	153	414	207	483	3431	89922	codex Embryonic Stem Cell POU5F1	Embryonic Stem Cell	NA	POU5F1	NA	GSE46130	GSM1124067_POU5F1.bed	10374
1	633	encode_tfbs	6.96489493384524	2.0139231966269	74	49	500	74	500	208	966	3402	89439	ChIP HepG2 FOXA2_(SC-6554)	HepG2	NA	FOXA2_(SC-6554)	None	NA	wgEncodeAwgTfbsHaibHepg2Foxa2sc6554V0416101UniPk.narrowPeak	40987
1	64	cistrome_cistrome	6.51490282774498	2.06956352529966	64	55	485	90	485	210	812	3412	89593	cistrome_cistrome MCF-7 FoxA1	MCF-7	breast	FoxA1	No treatment	NA	Human_MCF-7_FoxA1_No-treatment_Brown.bed	9849
1	65	cistrome_cistrome	7.70988159515641	1.89526526742086	98	40	548	46	548	211	1363	3378	89042	cistrome_cistrome MCF-7 FoxA1	MCF-7	breast	FoxA1	No treatment	NA	Human_MCF-7_FoxA1_No-treatment_White.bed	14374
1	2252	sheffield_dnase	7.56312207977582	4.08594087545987	25	44	244	347	347	212	160	3451	90245	Brain;Muscle	NA	NA	NA	NA	NA	2322.bed	4313
1	855	encode_tfbs	6.53075186890023	2.24956428880982	53	54	453	130	453	212	618	3423	89787	ChIP HeLa-S3 p300_(SC-584)	HeLa-S3	NA	p300_(SC-584)	None	NA	wgEncodeAwgTfbsSydhHelas3P300sc584sc584IggrabUniPk.narrowPeak	25852
1	57	cistrome_cistrome	6.34661506264582	2.08476813829566	61	57	479	101	479	212	768	3415	89637	cistrome_cistrome MCF-7 ESR1	MCF-7	breast	ESR1	No treatment	NA	Human_MCF-7_ESR1_No-treatment_Odom.bed	29095
1	520	encode_tfbs	6.35628799876097	2.16366155103443	56	56	469	117	469	214	679	3420	89726	ChIP A549 TCF12	A549	NA	TCF12	EtOH_0.02pct	NA	wgEncodeAwgTfbsHaibA549Tcf12V0422111Etoh02UniPk.narrowPeak	20892
1	915	encode_tfbs	7.57179936326176	1.85008749192014	103	43	571	38	571	217	1468	3373	88937	ChIP IMR90 CEBPB	IMR90	NA	CEBPB	None	NA	wgEncodeAwgTfbsSydhImr90CebpbIggrabUniPk.narrowPeak	70441
1	3003	ucsc_features	42.1289684748517	1.6090840065094	1736	4	649	3	649	219	34600	1740	55805	UCSC LaminBq	NA	NA	NA	NA	NA	laminB1.bed	2859551
1	1020	encode_tfbs	5.86836224558595	2.06499943435578	57	60	486	114	486	220	724	3419	89681	ChIP MCF10A-Er-Src STAT3	MCF10A-Er-Src	NA	STAT3	EtOH_0.01pct_12hr	NA	wgEncodeAwgTfbsSydhMcf10aesStat3Etoh01cUniPk.narrowPeak	41350
1	632	encode_tfbs	6.68574731998662	1.86582918341634	87	52	559	54	559	222	1227	3389	89178	ChIP HepG2 FOXA1_(SC-6553)	HepG2	NA	FOXA1_(SC-6553)	None	NA	wgEncodeAwgTfbsHaibHepg2Foxa1sc6553V0416101UniPk.narrowPeak	51262
1	1021	encode_tfbs	5.69966833636225	2.08215328219386	54	63	480	124	480	222	680	3422	89725	ChIP MCF10A-Er-Src STAT3	MCF10A-Er-Src	NA	STAT3	4OHTAM_1uM_12hr	NA	wgEncodeAwgTfbsSydhMcf10aesStat3Tam112hHvdUniPk.narrowPeak	39903
1	1011	encode_tfbs	6.83410245521868	1.83337297251792	94	50	573	47	573	223	1350	3382	89055	ChIP MCF10A-Er-Src c-Fos	MCF10A-Er-Src	NA	c-Fos	4OHTAM_1uM_4hr	NA	wgEncodeAwgTfbsSydhMcf10aesCfosTam14hHvdUniPk.narrowPeak	86317
1	910	encode_tfbs	6.68758774936967	1.85170503514349	89	51	570	49	570	223	1265	3387	89140	ChIP HUVEC c-Fos	HUVEC	NA	c-Fos	None	NA	wgEncodeAwgTfbsSydhHuvecCfosUcdUniPk.narrowPeak	46722
1	631	encode_tfbs	6.11521442550582	1.89493213411164	75	58	549	69	549	225	1040	3401	89365	ChIP HepG2 FOXA1_(SC-101058)	HepG2	NA	FOXA1_(SC-101058)	None	NA	wgEncodeAwgTfbsHaibHepg2Foxa1sc101058V0416101UniPk.narrowPeak	43111
1	917	encode_tfbs	6.02141180077167	1.94004295860669	69	59	534	82	534	225	934	3407	89471	ChIP IMR90 MafK_(ab50322)	IMR90	NA	MafK_(ab50322)	None	NA	wgEncodeAwgTfbsSydhImr90MafkIggrabUniPk.narrowPeak	40785
1	1022	encode_tfbs	5.80979142281814	2.00067850358862	61	61	520	101	520	227	800	3415	89605	ChIP MCF10A-Er-Src STAT3	MCF10A-Er-Src	NA	STAT3	4OHTAM_1uM_36hr	NA	wgEncodeAwgTfbsSydhMcf10aesStat3TamUniPk.narrowPeak	44488
1	190	cistrome_epigenome	5.29851058093375	2.26462811542983	41	70	448	173	448	230	474	3435	89931	cistrome_epigenome MCF-7 H3R17me2	MCF-7	breast	H3R17me2	E2(45min)	NA	Human_MCF-7_H3R17me2_E2-45min_Brown.bed	4840
1	835	encode_tfbs	5.11183956964085	2.1733724369584	43	74	462	165	462	234	518	3433	89887	ChIP HeLa-S3 c-Jun	HeLa-S3	NA	c-Jun	None	NA	wgEncodeAwgTfbsSydhHelas3CjunIggrabUniPk.narrowPeak	21902
1	1009	encode_tfbs	5.48369461354394	1.80637700186286	76	66	576	66	576	236	1105	3400	89300	ChIP MCF10A-Er-Src c-Fos	MCF10A-Er-Src	NA	c-Fos	EtOH_0.01pct	NA	wgEncodeAwgTfbsSydhMcf10aesCfosEtoh01HvdUniPk.narrowPeak	67914
1	66	cistrome_cistrome	5.32860772590389	1.88247482417503	65	69	555	87	555	237	906	3411	89499	cistrome_cistrome MCF-7 GATA3	MCF-7	breast	GATA3	No treatment	NA	Human_MCF-7_GATA3_No-treatment_White.bed	8885
1	797	encode_tfbs	5.24749409419289	2.43537899942354	35	71	418	226	418	238	376	3441	90029	ChIP H1-hESC CEBPB	H1-hESC	NA	CEBPB	None	NA	wgEncodeAwgTfbsSydhH1hescCebpbIggrabUniPk.narrowPeak	15554
1	1143	sheffield_dnase	5.35325821890737	1.77531127240866	78	67	586	63	586	239	1154	3398	89251	Stem cell specific (weak)	NA	NA	NA	NA	NA	10.bed	63191
1	514	encode_tfbs	4.84531682324908	2.07440007084363	45	79	484	153	484	239	568	3431	89837	ChIP A549 p300	A549	NA	p300	EtOH_0.02pct	NA	wgEncodeAwgTfbsHaibA549P300V0422111Etoh02UniPk.narrowPeak	18212
1	731	encode_tfbs	5.18230123940602	1.91420815784998	60	73	545	105	545	241	822	3416	89583	ChIP A549 CEBPB	A549	NA	CEBPB	None	NA	wgEncodeAwgTfbsSydhA549CebpbIggrabUniPk.narrowPeak	38836
1	1010	encode_tfbs	5.54802330685718	1.70559412871556	93	65	614	48	614	242	1434	3383	88971	ChIP MCF10A-Er-Src c-Fos	MCF10A-Er-Src	NA	c-Fos	4OHTAM_1uM_12hr	NA	wgEncodeAwgTfbsSydhMcf10aesCfosTam112hHvdUniPk.narrowPeak	92352
1	2798	sheffield_dnase	5.3337652510609	2.53875119279894	33	68	406	253	406	242	340	3443	90065	Brain	NA	NA	NA	NA	NA	756.bed	17284
1	220	cistrome_epigenome	4.7945043993952	2.02770075212504	47	81	497	147	497	242	607	3429	89798	cistrome_epigenome metastatic prostate cancer tissue H3K27me3	metastatic prostate cancer tissue	prostate	H3K27me3	No treatment	NA	Human_metastatic-prostate-cancer-tissue_H3K27me3_No-treatment_Chinnaiyan.bed	15458
1	644	encode_tfbs	4.97502149929173	1.95467029532147	54	76	529	124	529	243	724	3422	89681	ChIP HepG2 p300	HepG2	NA	p300	None	NA	wgEncodeAwgTfbsHaibHepg2P300V0416101UniPk.narrowPeak	27911
1	62	cistrome_cistrome	4.9030481387049	1.99973178335495	50	78	521	134	521	244	655	3426	89750	cistrome_cistrome MCF-7 FoxA1	MCF-7	breast	FoxA1	E2(45min-3hr)	NA	Human_MCF-7_FoxA1_E2-45min-3hr_Liu.bed	16888
1	718	encode_tfbs	5.63821524953512	1.64929496028577	107	64	637	36	637	246	1708	3369	88697	ChIP SK-N-SH_RA Rad21	SK-N-SH_RA	NA	Rad21	None	NA	wgEncodeAwgTfbsHaibSknshraRad21V0416102UniPk.narrowPeak	62260
1	1871	sheffield_dnase	5.78110668938617	3.81326419409647	20	62	258	425	425	248	137	3456	90268	Epithelial	NA	NA	NA	NA	NA	1816.bed	6150
1	1012	encode_tfbs	4.79597880553548	1.73996395855782	73	80	593	75	593	249	1101	3403	89304	ChIP MCF10A-Er-Src c-Fos	MCF10A-Er-Src	NA	c-Fos	4OHTAM_1uM_36hr	NA	wgEncodeAwgTfbsSydhMcf10aesCfosTamHvdUniPk.narrowPeak	70458
1	1023	encode_tfbs	5.22191299456848	2.95610821372524	25	72	335	347	347	251	221	3451	90184	ChIP MCF-7 GATA3_(SC-268)	MCF-7	NA	GATA3_(SC-268)	None	NA	wgEncodeAwgTfbsSydhMcf7Gata3UcdUniPk.narrowPeak	6081
1	880	encode_tfbs	4.7267528146479	1.73799338232965	72	83	594	78	594	252	1087	3404	89318	ChIP HepG2 CEBPB	HepG2	NA	CEBPB	None	NA	wgEncodeAwgTfbsSydhHepg2CebpbIggrabUniPk.narrowPeak	56620
1	847	encode_tfbs	4.54007284314487	1.96083970301073	48	89	527	139	527	252	641	3428	89764	ChIP HeLa-S3 JunD	HeLa-S3	NA	JunD	None	NA	wgEncodeAwgTfbsSydhHelas3JundIggrabUniPk.narrowPeak	31633
1	1019	encode_tfbs	4.73756030490287	1.85448507242589	59	82	568	108	568	253	834	3417	89571	ChIP MCF10A-Er-Src STAT3	MCF10A-Er-Src	NA	STAT3	EtOH_0.01pct_4hr	NA	wgEncodeAwgTfbsSydhMcf10aesStat3Etoh01bUniPk.narrowPeak	45105
1	597	encode_tfbs	4.99035402959579	2.72448079195354	27	75	372	316	372	254	259	3449	90146	ChIP H1-hESC NANOG_(SC-33759)	H1-hESC	NA	NANOG_(SC-33759)	None	NA	wgEncodeAwgTfbsHaibH1hescNanogsc33759V0416102UniPk.narrowPeak	5472
1	832	encode_tfbs	4.62627228753617	1.70402595199731	75	84	615	69	615	256	1155	3401	89250	ChIP HeLa-S3 CEBPB	HeLa-S3	NA	CEBPB	None	NA	wgEncodeAwgTfbsSydhHelas3CebpbIggrabUniPk.narrowPeak	60996
1	890	encode_tfbs	4.43479885282801	1.81578473688354	58	93	575	112	575	260	837	3418	89568	ChIP HepG2 MafF_(M8194)	HepG2	NA	MafF_(M8194)	None	NA	wgEncodeAwgTfbsSydhHepg2Maffm8194IggrabUniPk.narrowPeak	37635
1	530	encode_tfbs	4.95037693502983	2.84015956584854	25	77	359	347	359	261	230	3451	90175	ChIP ECC-1 FOXA1_(SC-6553)	ECC-1	NA	FOXA1_(SC-6553)	DMSO_0.02pct	NA	wgEncodeAwgTfbsHaibEcc1Foxa1sc6553V0416102Dm002p1hUniPk.narrowPeak	5891
1	720	encode_tfbs	4.33738603149621	1.95161872786931	46	99	531	152	531	261	617	3430	89788	ChIP SK-N-SH_RA YY1_(SC-281)	SK-N-SH_RA	NA	YY1_(SC-281)	None	NA	wgEncodeAwgTfbsHaibSknshraYy1sc281V0416102UniPk.narrowPeak	15678
1	82	cistrome_cistrome	4.55621489764767	1.63751115824934	85	88	638	59	638	262	1363	3391	89042	cistrome_cistrome MCF-7 RARA	MCF-7	breast	RARA	AM580(1hr)	NA	Human_MCF-7_RARA_AM580-1hr_White.bed	14326
1	892	encode_tfbs	4.34188970611304	1.80061509906577	58	95	578	112	578	262	844	3418	89561	ChIP HepG2 MafK_(SC-477)	HepG2	NA	MafK_(SC-477)	None	NA	wgEncodeAwgTfbsSydhHepg2Mafksc477IggrabUniPk.narrowPeak	37623
1	134	cistrome_cistrome	4.4334465420284	2.23955111698703	34	94	454	241	454	263	397	3442	90008	cistrome_cistrome VCaP FoxA1	VCaP	prostate	FoxA1	regular medium	NA	Human_VCaP_FoxA1_regular-medium_Chinnaiyan.bed	17098
1	876	encode_tfbs	4.12673199667725	1.95679794136561	43	103	528	165	528	265	575	3433	89830	ChIP HepG2 ARID3A_(NB100-279)	HepG2	NA	ARID3A_(NB100-279)	None	NA	wgEncodeAwgTfbsSydhHepg2Arid3anb100279IggrabUniPk.narrowPeak	17622
1	202	cistrome_epigenome	4.26385678632719	2.16360290737295	35	102	470	226	470	266	423	3441	89982	cistrome_epigenome UPR9 cells H3K27me3	UPR9 cells	hematopoietic stem cell	H3K27me3	No treatment	NA	Human_UPR9-cells_H3K27me3_No-treatment_Stunnenberg.bed	15095
1	63	cistrome_cistrome	4.33990774503074	1.62219975434504	83	97	644	61	644	267	1343	3393	89062	cistrome_cistrome MCF-7 FoxA1	MCF-7	breast	FoxA1	E2(45min)	NA	Human_MCF-7_FoxA1_E2-45min_Brown.bed	16082
1	531	encode_tfbs	4.34180016427508	2.39087092543245	29	96	422	293	422	270	317	3447	90088	ChIP ECC-1 GR	ECC-1	NA	GR	DEX_100nM	NA	wgEncodeAwgTfbsHaibEcc1GrV0416102Dex100nmUniPk.narrowPeak	9254
1	51	cistrome_cistrome	3.90828701836064	1.89351733512335	44	107	551	160	551	273	608	3432	89797	cistrome_cistrome MCF-7 ESR1	MCF-7	breast	ESR1	E2(45min)	NA	Human_MCF-7_ESR1_E2-45min_White.bed	6508
1	723	encode_tfbs	4.45071505673679	2.63351259878227	25	91	384	347	384	274	248	3451	90157	ChIP T-47D ERalpha_a	T-47D	NA	ERalpha_a	Genistein_100nM	NA	wgEncodeAwgTfbsHaibT47dEralphaaPcr2xGen1hUniPk.narrowPeak	10547
1	724	encode_tfbs	4.45071505673679	2.63351259878227	25	91	384	347	384	274	248	3451	90157	ChIP T-47D ERalpha_a	T-47D	NA	ERalpha_a	Estradiol_10nM	NA	wgEncodeAwgTfbsHaibT47dEralphaaV0416102Est10nm1hUniPk.narrowPeak	10505
1	860	encode_tfbs	3.88198441152188	2.06075387121623	35	109	487	226	487	274	444	3441	89961	ChIP HeLa-S3 RFX5_(200-401-194)	HeLa-S3	NA	RFX5_(200-401-194)	None	NA	wgEncodeAwgTfbsSydhHelas3Rfx5200401194IggrabUniPk.narrowPeak	19281
1	868	encode_tfbs	3.73542716236236	1.93890623937643	39	112	535	188	535	278	526	3437	89879	ChIP HeLa-S3 TCF7L2_C9B9_(2565)	HeLa-S3	NA	TCF7L2_C9B9_(2565)	None	NA	wgEncodeAwgTfbsSydhHelas3Tcf7l2c9b92565UcdUniPk.narrowPeak	19240
1	1689	sheffield_dnase	3.95881713770669	1.48569225133335	108	105	699	34	699	279	1910	3368	88495	MCF-7 and Epithelial	NA	NA	NA	NA	NA	1605.bed	189668
1	262	codex	4.56216488343043	3.08984143792018	20	87	327	425	425	280	169	3456	90236	codex Embryonic Stem Cell SOX2	Embryonic Stem Cell	NA	SOX2	NA	GSE46130	GSM1124068_SOX2.bed	2308
1	1943	sheffield_dnase	4.59059059902768	3.22085128956961	19	85	324	447	447	285	154	3457	90251	Colo829	NA	NA	NA	NA	NA	1911.bed	8299
1	44	cistrome_cistrome	3.5090150876877	1.88486853927695	39	116	554	188	554	286	541	3437	89864	cistrome_cistrome MCF-7 ESR1	MCF-7	breast	ESR1	E2(45min)	NA	Human_MCF-7_ESR1_E2-45min_Brown.bed	7217
1	527	encode_tfbs	4.48636693541967	3.28550549626562	18	90	301	470	470	287	143	3458	90262	ChIP ECC-1 ERalpha_a	ECC-1	NA	ERalpha_a	BPA_100nM	NA	wgEncodeAwgTfbsHaibEcc1EraaV0416102Bpa1hUniPk.narrowPeak	4257
1	2007	sheffield_dnase	3.47913309950444	1.84540545684479	41	118	572	173	572	288	581	3435	89824	sheffield_dnase	NA	NA	NA	NA	NA	2006.bed	44081
1	1026	encode_tfbs	3.61097494516323	2.11840591420635	30	114	476	277	476	289	370	3446	90035	ChIP MCF-7 TCF7L2	MCF-7	NA	TCF7L2	None	NA	wgEncodeAwgTfbsSydhMcf7Tcf7l2UcdUniPk.narrowPeak	10292
1	613	encode_tfbs	3.95548251792506	2.43641791709274	25	106	417	347	417	290	268	3451	90137	ChIP H1-hESC TCF12	H1-hESC	NA	TCF12	None	NA	wgEncodeAwgTfbsHaibH1hescTcf12Pcr1xUniPk.narrowPeak	7830
1	635	encode_tfbs	3.43003649544901	1.92035493246494	36	122	543	214	543	293	490	3440	89915	ChIP HepG2 HDAC2_(SC-6296)	HepG2	NA	HDAC2_(SC-6296)	None	NA	wgEncodeAwgTfbsHaibHepg2Hdac2sc6296V0416101UniPk.narrowPeak	18835
1	1027	encode_tfbs	3.64283542489203	2.23180459752104	27	113	455	316	455	295	316	3449	90089	ChIP MCF-7 ZNF217	MCF-7	NA	ZNF217	None	NA	wgEncodeAwgTfbsSydhMcf7Znf217UcdUniPk.narrowPeak	9927
1	61	cistrome_cistrome	3.43142716617843	2.03498460874726	31	121	495	269	495	295	398	3445	90007	cistrome_cistrome MCF-7 FoxA1	MCF-7	breast	FoxA1	DMSO(45min-3hr)	NA	Human_MCF-7_FoxA1_DMSO-45min-3hr_Liu.bed	8709
